Date,iShares MSCI UK ETF,FTSE All-Share Index,FTSE 250 Index,FTSE 100 Index,UK_CPI,UK_Ind_Production,UK_GDP,UK_CPI_YoY,UK_Ind_Prod_YoY,UK_GDP_YoY,Is_Holiday
2010-12-31,0.009883670490156593,-0.010198976654521963,-0.0009162606167636422,-0.01190756952876404,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-03,-0.0028785583849086915,0.0,0.0,0.0,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,True
2011-01-04,0.010392686414118835,0.018332566254782412,0.014171004555427302,0.019322361715783165,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-05,-0.0022859171866884687,0.00450466458099541,0.00162080090023764,0.004988443520369978,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-06,-0.008590866326953828,-0.003804652281275689,-0.0021035650653833393,-0.004037112251691677,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-07,-0.0040441894972856884,-0.00541467448593369,-0.0036272391659150083,-0.005847694212559151,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-10,0.001740319199277085,-0.005083395687871084,-0.008488708851983717,-0.0046789099667211564,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-11,0.006948583657452989,0.010273755757871594,0.013822536150226217,0.009687255041643583,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-12,0.020126634302605195,0.005550983833893186,0.0025563897385916245,0.006102460145078092,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-13,-0.0050735116075310005,-0.0037163066484063867,0.000144509306241547,-0.004429287868123466,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-14,0.007365580525600102,-0.0033494901878331484,-0.002090559137843173,-0.0036188856124614865,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-17,0.0,-0.0022726282459792913,-7.667858317272902e-05,-0.002732360686579338,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-18,0.01181078602479424,0.011044682990829946,0.007562901221096041,0.011811434706772594,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-19,-0.012228905409066182,-0.01234321604776567,-0.008630348432467017,-0.013159584623929299,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-20,-0.019133080757432586,-0.01798747892755992,-0.01903106969488022,-0.018204074056463737,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-21,0.0068844005054775614,0.004419281726746993,0.0024076658246414695,0.0048398750517892886,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-24,0.010826410780407913,0.0073199842963764805,0.003529112404139445,0.00807287608042051,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-25,-0.01296525179877106,-0.004588344190256,-0.006203948608583754,-0.0044078311313618945,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-26,0.010850945750886964,0.008681513525069295,0.00962476516938282,0.008702705155761992,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-27,0.001129897689338355,-0.0005457797396342112,0.00043923994585814974,-0.0006868755481630462,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-28,-0.023702239935419422,-0.01277350236867747,-0.0061459869010470625,-0.014031649753100783,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-01-31,0.01502909402135888,-0.003564426377474339,-0.00645245106530401,-0.003145509624779552,91.7,92.891,408599.0,0.03149606299212593,-0.04854362368743392,0.005962917644278143,False
2011-02-01,0.025057112312662166,0.015343566975932088,0.01194264045678417,0.016186512463876923,92.3,91.20589,416521.0,0.03707865168539315,-0.06981751752979881,0.01938820212482173,False
2011-02-02,0.006111198218460956,0.005991633607552949,-0.0001550419681698445,0.007099985624805516,92.3,91.20589,416521.0,0.03707865168539315,-0.06981751752979881,0.01938820212482173,False
2011-02-03,0.0,-0.002723901174827126,-0.002662289031768017,-0.0028000021158500754,92.3,91.20589,416521.0,0.03707865168539315,-0.06981751752979881,0.01938820212482173,False
2011-02-04,-0.0011044125156971507,0.0030183078502379335,0.007835328603019942,0.0023565754878609457,92.3,91.20589,416521.0,0.03707865168539315,-0.06981751752979881,0.01938820212482173,False
2011-02-07,0.00773886296351578,0.009378298870257318,0.012394429295418563,0.008937222551276491,92.3,91.20589,416521.0,0.03707865168539315,-0.06981751752979881,0.01938820212482173,False
2011-02-08,0.008228288251646676,0.005914785470632955,0.001642555838712978,0.006660023911337021,92.3,91.20589,416521.0,0.03707865168539315,-0.06981751752979881,0.01938820212482173,False
