Date,EWU,^FTAS,^FTMC,^FTSE,UK_CPI,UK_Ind_Production,UK_GDP,UK_CPI_YoY,UK_Ind_Prod_YoY,UK_GDP_QoQ,UK_GDP_YoY,Is_Holiday
2011-07-05,0.0,0.0014194693534954617,0.0035613550013697814,0.0010801828001660851,93.5,90.78462,418119.0,0.03888888888888897,-0.04328529102279899,0.009851705149261036,0.0038365412548226896,False
2011-07-06,-0.002779185715458654,-0.0030514954536302596,-0.0011280151227517354,-0.003502672253693606,93.5,90.78462,418119.0,0.03888888888888897,-0.04328529102279899,0.009851705149261036,0.0038365412548226896,False
2011-07-07,0.005016816302455318,0.007760866828261603,0.002975643050340926,0.008612536632888856,93.5,90.78462,418119.0,0.03888888888888897,-0.04328529102279899,0.009851705149261036,0.0038365412548226896,False
2011-07-08,-0.004991773491823337,-0.010040951471121162,-0.007684215840235931,-0.010570475170568971,93.5,90.78462,418119.0,0.03888888888888897,-0.04328529102279899,0.009851705149261036,0.0038365412548226896,False
2011-07-11,-0.02564112743902558,-0.010936963548068057,-0.016083764562240477,-0.010249374243453846,93.5,90.78462,418119.0,0.03888888888888897,-0.04328529102279899,0.009851705149261036,0.0038365412548226896,False
2011-07-12,-0.010297482615527986,-0.009901977098871528,-0.008594171154459818,-0.010153172996265614,93.5,90.78462,418119.0,0.03888888888888897,-0.04328529102279899,0.009851705149261036,0.0038365412548226896,False
2011-07-13,0.014450942977868753,0.006164796401630479,0.005535761191416189,0.00637244885734356,93.5,90.78462,418119.0,0.03888888888888897,-0.04328529102279899,0.009851705149261036,0.0038365412548226896,False
2011-07-14,-0.005128301259991197,-0.009455424884670882,-0.006467895895892917,-0.010056871076436824,93.5,90.78462,418119.0,0.03888888888888897,-0.04328529102279899,0.009851705149261036,0.0038365412548226896,False
2011-07-15,0.0022911881622009744,-0.0006398611292255385,-0.0016827125375902252,-0.0005643585920129812,93.5,90.78462,418119.0,0.03888888888888897,-0.04328529102279899,0.009851705149261036,0.0038365412548226896,False
2011-07-18,-0.012000029458625994,-0.01585942869117085,-0.0186433755270613,-0.015555279632229468,93.5,90.78462,418119.0,0.03888888888888897,-0.04328529102279899,0.009851705149261036,0.0038365412548226896,False
2011-07-19,0.010988823450774454,0.0063793052327636435,0.005603895542255266,0.006466450524175826,93.5,90.78462,418119.0,0.03888888888888897,-0.04328529102279899,0.009851705149261036,0.0038365412548226896,False
2011-07-20,0.010869672776689931,0.010516080760910151,0.009411304449355562,0.011018964540155496,93.5,90.78462,418119.0,0.03888888888888897,-0.04328529102279899,0.009851705149261036,0.0038365412548226896,False
2011-07-21,0.0198076662478488,0.0066632956376679875,0.00044440416292790275,0.007875243293994139,93.5,90.78462,418119.0,0.03888888888888897,-0.04328529102279899,0.009851705149261036,0.0038365412548226896,False
2011-07-22,0.003329507567900958,0.006518139755377295,0.00970381127727915,0.005949270027836739,93.5,90.78462,418119.0,0.03888888888888897,-0.04328529102279899,0.009851705149261036,0.0038365412548226896,False
2011-07-25,-0.006084091132492975,-0.0018003271640467666,-0.0028848345590589686,-0.0016344052759056371,93.5,90.78462,418119.0,0.03888888888888897,-0.04328529102279899,0.009851705149261036,0.0038365412548226896,False
2011-07-26,0.010016976967379465,0.0007589995176267017,0.00022909803564807873,0.0007426443842586394,93.5,90.78462,418119.0,0.03888888888888897,-0.04328529102279899,0.009851705149261036,0.0038365412548226896,False
2011-07-27,-0.023140830527774048,-0.01204156169161763,-0.01175687140827153,-0.012327789812044188,93.5,90.78462,418119.0,0.03888888888888897,-0.04328529102279899,0.009851705149261036,0.0038365412548226896,False
2011-07-28,0.0022560100329176436,0.0019520901285563497,-0.0029784808884092406,0.0028344256700902903,93.5,90.78462,418119.0,0.03888888888888897,-0.04328529102279899,0.009851705149261036,0.0038365412548226896,False
2011-07-29,-0.0016880796421641087,-0.009142262916324362,-0.005466786230195919,-0.009875365741200293,93.5,90.78462,418119.0,0.03888888888888897,-0.04328529102279899,0.009851705149261036,0.0038365412548226896,False
2011-08-01,-0.006200601429182995,-0.007141429099078667,-0.009444136829158012,-0.007016145893246839,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-02,-0.024957443654744838,-0.01138325067895396,-0.0222319663222057,-0.009697977443036132,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-03,0.002908426109581086,-0.022621276707671667,-0.017339077880438758,-0.023415624061001727,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-04,-0.07018516981112777,-0.03462256859732382,-0.03856438752334912,-0.034273417914540194,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-05,0.009981045661263233,-0.02687950368152292,-0.024360018306967657,-0.02709018839085564,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-08,-0.07782601249703447,-0.035058142725380326,-0.04374044918221609,-0.03392414713169434,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-09,0.07099842061413741,0.019011475277975753,0.023169742445751318,0.018918899653531218,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-10,-0.06128848168266654,-0.028330180518023163,-0.019771071800208095,-0.030532964822742925,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-11,0.05729496187649352,0.029946704945158942,0.02514409011348695,0.031075172412851515,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-12,0.020163996630607306,0.029865984927045508,0.028837086741250406,0.03044863276894283,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-15,0.021000590233752447,0.006346325793251006,0.009557059369228238,0.0057518980556861,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-16,-0.010284523540714186,-0.0003739331712956373,-0.011308571334786577,0.0013082644698239054,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-17,0.006112481095766675,-0.0047584550607430165,-0.004158364677299797,-0.004852919129103017,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-18,-0.045564731860685215,-0.04483790308065316,-0.04910604047779554,-0.04490207404133506,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-19,-0.01973280483677975,-0.010090738126778853,-0.010253400938610047,-0.010093945377936064,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-22,0.01363639867374511,0.01042296437587198,0.00980625253794587,0.010811776327502631,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-23,0.030749550925606606,0.006615949222342765,0.006829139710731402,0.00669246147692415,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-24,0.0006211994482350214,0.014264762520933782,0.012043821842615765,0.014914025316108637,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-25,-0.03229790635970753,-0.012530313377685953,-0.0020115538893964446,-0.014368275627778426,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-26,0.01219513257027005,-0.0006415785984622557,-0.0024248887683135933,-0.00023390604152284666,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-29,0.025998680559326637,0.0,0.0,0.0,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-30,-0.0043264099664118705,0.02641602028411283,0.02461719854293687,0.027057115267558052,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-08-31,0.016759671271914023,0.024368251760379378,0.027598815792145626,0.023876819713412933,93.9,90.78462,418119.0,0.03871681415929196,-0.04222226043666666,0.0,0.009851705149261036,False
2011-09-01,-0.006104707652460073,0.004320676453237304,0.004835635164079033,0.004486086812957701,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-09-02,-0.017198921223728347,-0.022388533226693985,-0.018512197290594834,-0.02338202719207516,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-09-05,0.0,-0.034331732892934785,-0.02860036515027453,-0.03578985305059523,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-09-06,-0.023750228536755347,0.008665887019724261,-0.0012791835227914383,0.010621978206002414,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-09-07,0.028169000322551208,0.030012091034257393,0.024833148435615904,0.03137610516151401,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-09-08,-0.012453323005016448,0.004041914630826593,0.0042436326350687725,0.004098786200734672,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-09-09,-0.026481464888511774,-0.022835748446080162,-0.020617189106095446,-0.023537508300845444,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
